IDKhachHang,gioi_tinh,nguoi_cao_tuoi,Hon_nhan,nguoi_phu_thuoc,so_thang_su_dung,dich_vu_dien_thoai,nhieu_nha_cung_cap,dich_vu_internet,bao_mat_truc_tuyen,sao_luu_truc_tuyen,bao_ve_thiet_bi,ho_tro_ky_thuat,xem_tivi_truc_tuyen,xem_phim_truc_tuyen,thoi_han_hop_dong,hoa_don_dien_tu,phuong_thuc_thanh_toan,phi_hang_thang,tong_chi_phi,ngung_su_dung
1131-QQZEB,Nam,1,Co,Khong,71,Co,Co,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,chuyen khoang ngan hang,23.95,1756.2,Khong
5716-EZXZN,Nu,0,Co,Co,65,Co,Co,Cap quang,Co,Co,Khong,Co,Co,Khong,hai nam,Co,the tin dung,99.05,6416.7,Khong
6837-BJYDQ,Nam,0,Khong,Khong,3,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Khong,Sec buu dien,19.6,61.35,Khong
2135-RXIHG,Nam,0,Khong,Khong,1,Co,Khong,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,45.65,45.65,Co
6440-DKQGE,Nam,0,Khong,Co,30,Co,Khong,DSL,Khong,Co,Co,Khong,Co,Khong,hang nam,Khong,the tin dung,64.5,1929.95,Khong
3466-BYAVD,Nam,0,Co,Co,15,Co,Khong,DSL,Khong,Co,Co,Co,Khong,Co,hang thang,Co,Sec buu dien,69.5,1071.4,Khong
3780-YVMFA,Nu,0,Co,Co,8,Co,Khong,DSL,Khong,Khong,Khong,Co,Co,Co,hang thang,Co,Sec dien tu,68.55,564.35,Khong
3874-EQOEP,Nam,0,Khong,Khong,7,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Co,Co,hang thang,Khong,Sec buu dien,95,655.5,Co
1679-JRFBR,Nu,0,Co,Co,70,Co,Co,Cap quang,Co,Co,Co,Khong,Co,Co,hang nam,Co,the tin dung,108.15,7930.55,Khong
9073-ZZIAY,Nam,0,Co,Co,62,Co,Khong,DSL,Co,Co,Co,Co,Co,Co,hai nam,Khong,Sec dien tu,86.1,5215.25,Khong
3077-RSNTJ,Nu,0,Co,Co,6,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Khong,Sec buu dien,19.7,113.5,Khong
6551-GNYDG,Nu,0,Co,Co,14,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Khong,Co,hang thang,Co,chuyen khoang ngan hang,80.9,1152.8,Khong
9167-APMXZ,Nu,0,Khong,Khong,22,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Co,Khong,hang thang,Co,chuyen khoang ngan hang,84.15,1821.95,Khong
2749-CTKAJ,Nam,0,Co,Co,22,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Khong,Sec buu dien,20.15,419.9,Khong
6371-NZYEG,Nam,0,Co,Co,16,Co,Khong,DSL,Co,Khong,Co,Khong,Co,Khong,hai nam,Khong,Sec buu dien,64.25,1024,Khong
7554-NEWDD,Nam,0,Khong,Khong,10,Co,Co,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,chuyen khoang ngan hang,25.7,251.6,Khong
8992-VONJD,Nu,0,Khong,Co,13,Co,Khong,DSL,Co,Co,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,56,764.55,Khong
0867-MKZVY,Nu,0,Co,Khong,20,Co,Co,Cap quang,Co,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,Sec dien tu,82.4,1592.35,Co
4482-EWFMI,Nu,0,Khong,Khong,2,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,69.7,135.2,Khong
4648-YPBTM,Nam,0,Khong,Khong,53,Co,Co,DSL,Khong,Co,Co,Co,Khong,Co,hai nam,Co,chuyen khoang ngan hang,73.9,3958.25,Khong
2907-ILJBN,Nu,0,Co,Co,11,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Khong,Sec buu dien,20.6,233.9,Khong
6345-FZOQH,Nam,0,Co,Khong,69,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,Sec buu dien,19.9,1363.45,Khong
3376-BMGFE,Nu,0,Khong,Khong,4,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,chuyen khoang ngan hang,70.9,273,Co
5997-OPVFA,Nam,0,Co,Khong,72,Co,Co,DSL,Co,Co,Co,Co,Co,Co,hai nam,Co,chuyen khoang ngan hang,89.05,6254.45,Khong
3445-HXXGF,Nam,1,Co,Khong,58,Khong,khong co dich vu dien thoai,DSL,Khong,Co,Co,Khong,Khong,Co,hang thang,Co,Sec dien tu,45.3,2651.2,Co
1159-WFSGR,Nu,0,Co,Co,16,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Khong,Sec dien tu,20.4,321.4,Khong
7654-YWJUF,Nam,0,Co,Khong,43,Co,Khong,Cap quang,Co,Khong,Co,Co,Khong,Khong,hang nam,Co,chuyen khoang ngan hang,84.25,3539.25,Khong
1875-QIVME,Nu,0,Co,Khong,2,Co,Co,Cap quang,Khong,Khong,Co,Co,Co,Co,hang thang,Co,Sec dien tu,104.4,242.8,Co
6727-IOTLZ,Nam,0,Co,Khong,14,Co,Khong,DSL,Khong,Co,Co,Co,Co,Co,hai nam,Khong,Sec buu dien,81.95,1181.75,Khong
0691-JVSYA,Nu,0,Co,Khong,53,Co,Khong,Cap quang,Khong,Khong,Co,Khong,Co,Co,hang nam,Co,chuyen khoang ngan hang,94.85,5000.2,Co
5918-VUKWP,Nu,0,Khong,Khong,32,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Khong,chuyen khoang ngan hang,20.55,654.55,Khong
1744-JHKYS,Nu,0,Co,Khong,34,Co,Co,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Khong,Sec dien tu,24.7,780.2,Khong
2656-FMOKZ,Nu,1,Khong,Khong,15,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec buu dien,74.45,1145.7,Co
2070-FNEXE,Nu,1,Khong,Khong,7,Co,Khong,Cap quang,Co,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,chuyen khoang ngan hang,76.45,503.6,Co
5947-SGKCL,Nu,0,Co,Co,15,Co,Co,Cap quang,Khong,Co,Co,Khong,Co,Co,hang thang,Co,chuyen khoang ngan hang,105.35,1559.25,Khong
3712-PKXZA,Nam,0,Co,Khong,61,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Co,the tin dung,20.55,1252,Khong
6317-YPKDH,Nu,0,Khong,Khong,1,Khong,khong co dich vu dien thoai,DSL,Khong,Co,Khong,Khong,Khong,Khong,hang thang,Khong,chuyen khoang ngan hang,29.95,29.95,Co
6582-OIVSP,Nu,0,Khong,Khong,1,Co,Khong,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,Sec buu dien,45.3,45.3,Khong
9367-WXLCH,Nam,0,Khong,Khong,8,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Khong,Co,hang thang,Khong,chuyen khoang ngan hang,84.5,662.65,Co
5524-KHNJP,Nam,0,Co,Co,33,Co,Khong,DSL,Co,Khong,Co,Khong,Co,Co,hang nam,Khong,the tin dung,74.75,2453.3,Khong
1918-ZBFQJ,Nu,0,Khong,Khong,13,Co,Khong,Cap quang,Khong,Co,Co,Khong,Khong,Khong,hang thang,Co,Sec dien tu,79.25,1111.65,Co
1024-GUALD,Nu,0,Co,Khong,1,Khong,khong co dich vu dien thoai,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,24.8,24.8,Co
4827-USJHP,Nam,0,Khong,Khong,20,Co,Khong,DSL,Khong,Co,Khong,Khong,Khong,Khong,hang thang,Co,Sec buu dien,51.8,1023.85,Khong
8167-GJLRN,Nam,0,Khong,Khong,3,Khong,khong co dich vu dien thoai,DSL,Khong,Khong,Khong,Co,Khong,Khong,hang thang,Khong,Sec dien tu,30.4,82.15,Khong
0956-SYCWG,Nu,0,Khong,Khong,13,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Khong,Sec dien tu,19.65,244.8,Khong
8017-UVSZU,Nu,0,Co,Khong,40,Co,Co,DSL,Khong,Co,Khong,Khong,Khong,Khong,hang thang,Khong,the tin dung,56.6,2379.1,Khong
7100-FQPRV,Nam,0,Co,Co,43,Co,Co,DSL,Co,Khong,Khong,Co,Khong,Co,hang nam,Co,the tin dung,71.9,3173.35,Khong
2472-OVKUP,Nam,0,Co,Khong,6,Co,Khong,Cap quang,Khong,Co,Co,Khong,Khong,Co,hang thang,Co,Sec dien tu,91,531,Co
2984-RGEYA,Nu,0,Co,Co,69,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,chuyen khoang ngan hang,19.75,1375.4,Khong
9680-NIAUV,Nu,0,Co,Co,72,Co,Co,Cap quang,Co,Co,Co,Khong,Co,Co,hai nam,Khong,the tin dung,109.7,8129.3,Khong
2146-EGVDT,Nam,0,Co,Co,59,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,the tin dung,19.3,1192.7,Khong
2604-IJPDU,Nu,0,Co,Khong,20,Co,Khong,Cap quang,Co,Co,Khong,Co,Co,Khong,hang thang,Co,Sec dien tu,96.55,1901.65,Khong
9178-JHUVJ,Nam,0,Co,Co,24,Co,Co,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Co,chuyen khoang ngan hang,24.1,587.4,Khong
6168-YBYNP,Nam,0,Khong,Khong,59,Co,Co,Cap quang,Khong,Co,Co,Co,Co,Co,hang thang,Co,Sec dien tu,111.35,6519.75,Khong
7255-SSFBC,Nam,0,Co,Co,72,Co,Co,Cap quang,Khong,Co,Co,Co,Co,Co,hai nam,Co,chuyen khoang ngan hang,112.25,8041.65,Khong
3645-DEYGF,Nam,0,Khong,Co,1,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Khong,Sec buu dien,20.75,20.75,Khong
9323-HGFWY,Nu,0,Co,Khong,27,Co,Khong,Cap quang,Co,Khong,Khong,Co,Co,Co,hang nam,Co,the tin dung,101.9,2681.15,Khong
8544-GOQSH,Nu,0,Khong,Khong,14,Co,Khong,Cap quang,Khong,Co,Khong,Co,Khong,Khong,hang thang,Co,the tin dung,80.05,1112.3,Khong
3363-DTIVD,Nam,0,Co,Co,71,Co,Co,Cap quang,Co,Khong,Co,Khong,Co,Co,hai nam,Khong,Sec dien tu,105.55,7405.5,Khong
7018-WBJNK,Nam,0,Khong,Co,13,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Co,Khong,hang thang,Co,the tin dung,78.3,1033.95,Khong
9142-KZXOP,Nam,0,Khong,Khong,44,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,the tin dung,68.85,2958.95,Khong
7674-YTAFD,Nu,0,Khong,Khong,33,Co,Khong,Cap quang,Khong,Co,Khong,Co,Khong,Khong,hang nam,Co,chuyen khoang ngan hang,79.95,2684.85,Khong
6348-SNFUS,Nam,0,Co,Co,72,Khong,khong co dich vu dien thoai,DSL,Co,Co,Co,Co,Khong,Co,hai nam,Co,the tin dung,55.45,4179.2,Khong
1285-OKIPP,Nam,0,Khong,Khong,1,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Khong,Co,hang thang,Khong,Sec dien tu,79.9,79.9,Co
7825-ECJRF,Nu,0,Khong,Khong,19,Co,Khong,Cap quang,Co,Khong,Co,Co,Co,Co,hang thang,Co,Sec dien tu,106.6,1934.45,Co
1347-KTTTA,Nam,0,Co,Khong,64,Co,Khong,Cap quang,Khong,Co,Co,Co,Co,Co,hang nam,Co,the tin dung,102.45,6654.1,Khong
7841-TZDMQ,Nam,0,Khong,Khong,2,Co,Khong,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,the tin dung,46,84.5,Co
4195-NZGTA,Nu,0,Khong,Khong,1,Khong,khong co dich vu dien thoai,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,Sec dien tu,25.25,25.25,Khong
7157-SMCFK,Nam,0,Khong,Co,61,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,Sec buu dien,19.75,1124.2,Khong
4709-LKHYG,Nu,0,Co,Co,29,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Khong,Sec dien tu,20,540.05,Khong
2504-DSHIH,Nam,1,Co,Khong,23,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Khong,Co,hang thang,Khong,Sec dien tu,86.8,1975.85,Khong
0699-NDKJM,Nu,0,Co,Khong,57,Khong,khong co dich vu dien thoai,DSL,Co,Co,Co,Khong,Co,Co,hang thang,Co,chuyen khoang ngan hang,58.75,3437.45,Khong
9286-BHDQG,Nam,0,Co,Co,72,Khong,khong co dich vu dien thoai,DSL,Co,Co,Co,Co,Khong,Khong,hai nam,Khong,the tin dung,45.25,3139.8,Khong
0230-WEQUW,Nam,0,Co,Khong,66,Khong,khong co dich vu dien thoai,DSL,Co,Co,Co,Co,Co,Khong,hai nam,Co,chuyen khoang ngan hang,56.6,3789.2,Khong
2040-LDIWQ,Nam,0,Co,Co,65,Co,Co,DSL,Khong,Co,Co,Co,Co,Co,hai nam,Co,chuyen khoang ngan hang,84.2,5324.5,Khong
6496-JDSSB,Nu,0,Khong,Khong,8,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Co,Khong,hang thang,Co,chuyen khoang ngan hang,80,624.6,Khong
9408-SSNVZ,Nu,0,Khong,Khong,4,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,70.15,268.35,Co
4443-EMBNA,Nu,0,Co,Khong,71,Co,Co,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,chuyen khoang ngan hang,24.75,1836.9,Khong
6469-MRVET,Nam,0,Co,Co,1,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Co,Sec dien tu,20.2,20.2,Khong
0742-MOABM,Nam,0,Co,Khong,4,Co,Khong,DSL,Khong,Khong,Khong,Co,Khong,Khong,hang thang,Khong,Sec buu dien,50.05,179.35,Co
5961-VUSRV,Nu,0,Khong,Khong,12,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Co,chuyen khoang ngan hang,19.35,219.35,Khong
6778-JFCMK,Nam,0,Khong,Khong,24,Khong,khong co dich vu dien thoai,DSL,Co,Khong,Khong,Khong,Co,Co,hang nam,Co,Sec buu dien,50.6,1288.75,Khong
6341-JVQGF,Nu,0,Co,Co,31,Co,Khong,DSL,Co,Khong,Co,Co,Co,Co,hang nam,Co,Sec buu dien,81.15,2545.75,Khong
2232-DMLXU,Nu,0,Co,Khong,1,Co,Khong,DSL,Khong,Khong,Khong,Khong,Co,Khong,hang thang,Khong,Sec buu dien,55.2,55.2,Co
4811-JBUVU,Nam,0,Khong,Khong,30,Co,Co,Cap quang,Khong,Khong,Khong,Co,Khong,Co,hang thang,Co,the tin dung,89.9,2723.15,Khong
0945-TSONX,Nu,0,Co,Co,47,Co,Co,DSL,Co,Co,Khong,Co,Co,Co,hai nam,Co,the tin dung,85.3,4107.25,Khong
2651-ZCBXV,Nam,0,Khong,Khong,54,Co,Co,Cap quang,Co,Co,Khong,Co,Co,Co,hai nam,Co,the tin dung,108,5760.65,Khong
3316-UWXUY,Nam,0,Khong,Khong,50,Co,Khong,Cap quang,Co,Co,Khong,Co,Khong,Co,hang thang,Co,the tin dung,93.5,4747.5,Khong
8937-RDTHP,Nam,0,Khong,Khong,1,Co,Khong,Cap quang,Co,Khong,Khong,Khong,Khong,Co,hang thang,Co,Sec buu dien,84.6,84.6,Co
7083-MIOPC,Nu,0,Khong,Khong,72,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,the tin dung,20.25,1566.9,Khong
1984-GPTEH,Nu,0,Khong,Khong,29,Co,Co,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Khong,Sec dien tu,25.15,702,Khong
1251-KRREG,Nam,0,Khong,Khong,2,Co,Co,DSL,Khong,Co,Khong,Khong,Khong,Khong,hang thang,Co,Sec buu dien,54.4,114.1,Co
0621-JFHOL,Nu,0,Khong,Khong,10,Khong,khong co dich vu dien thoai,DSL,Khong,Khong,Khong,Co,Khong,Khong,hai nam,Co,Sec buu dien,29.6,299.05,Khong
9903-LYSAB,Nam,0,Co,Khong,18,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,73.15,1305.95,Khong
0094-OIFMO,Nu,1,Khong,Khong,11,Co,Khong,Cap quang,Khong,Co,Khong,Khong,Co,Co,hang thang,Co,Sec dien tu,95,1120.3,Co
9227-UAQFT,Nam,0,Khong,Khong,16,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,Sec buu dien,19.75,284.35,Khong
7301-ABVAD,Nu,0,Khong,Khong,72,Co,Co,DSL,Khong,Co,Co,Co,Co,Co,hai nam,Khong,chuyen khoang ngan hang,86.6,6350.5,Khong
6614-FHDBO,Nam,0,Khong,Khong,72,Co,Co,Cap quang,Khong,Co,Co,Co,Co,Co,hai nam,Khong,chuyen khoang ngan hang,109.2,7878.3,Khong
7576-ASEJU,Nu,0,Co,Co,41,Co,Khong,DSL,Co,Khong,Khong,Co,Co,Co,hang nam,Co,the tin dung,74.7,3187.65,Khong
9058-HRZSV,Nu,1,Co,Khong,65,Co,Khong,Cap quang,Co,Co,Co,Khong,Khong,Co,hang thang,Khong,Sec dien tu,94.4,6126.15,Khong
4522-AKYLR,Nu,1,Khong,Khong,13,Co,Khong,DSL,Khong,Co,Co,Khong,Khong,Khong,hang thang,Co,Sec dien tu,54.8,731.3,Khong
0221-WMXNQ,Nam,1,Khong,Khong,4,Co,Khong,Cap quang,Co,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,Sec dien tu,75.35,273.4,Khong
0303-UNCIP,Nam,0,Khong,Khong,41,Co,Co,DSL,Khong,Khong,Co,Khong,Khong,Co,hang nam,Khong,Sec buu dien,65,2531.8,Khong
9947-OTFQU,Nam,1,Khong,Khong,15,Co,Khong,Cap quang,Khong,Co,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,74.4,1074.3,Co
0322-YINQP,Nam,0,Khong,Khong,1,Co,Khong,DSL,Co,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec buu dien,48.55,48.55,Co
0959-WHOKV,Nam,0,Khong,Khong,42,Co,Co,Cap quang,Co,Co,Co,Khong,Khong,Co,hang nam,Co,Sec dien tu,99,4298.45,Khong
4075-JFPGR,Nu,0,Co,Khong,51,Co,Khong,Cap quang,Co,Co,Co,Khong,Co,Khong,hang nam,Co,Sec dien tu,93.5,4619.55,Khong
4629-NRXKX,Nu,0,Co,Co,2,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,Sec dien tu,70.4,147.15,Co
9514-JDSKI,Nam,1,Co,Khong,1,Khong,khong co dich vu dien thoai,DSL,Khong,Co,Khong,Khong,Co,Khong,hang thang,Khong,Sec dien tu,40.2,40.2,Co
3282-ZISZV,Nam,0,Khong,Co,32,Co,Co,DSL,Khong,Co,Co,Co,Co,Co,hang nam,Khong,the tin dung,83.7,2633.3,Khong
3675-YDUPJ,Nam,0,Khong,Khong,10,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Co,Sec buu dien,19.85,193.05,Khong
4111-BNXIF,Nu,0,Co,Co,67,Khong,khong co dich vu dien thoai,DSL,Khong,Co,Co,Co,Co,Co,hai nam,Co,Sec dien tu,59.55,4103.9,Khong
7017-VFHAY,Nu,0,Co,Co,61,Co,Co,Cap quang,Co,Co,Co,Co,Co,Co,hai nam,Khong,the tin dung,115.1,7008.15,Khong
6655-LHBYW,Nam,0,Khong,Khong,50,Co,Co,Cap quang,Co,Co,Co,Co,Co,Co,hang nam,Khong,the tin dung,114.35,5791.1,Khong
4959-JOSRX,Nu,0,Co,Khong,2,Co,Khong,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,the tin dung,44.6,80.55,Co
5046-NUHWD,Nu,1,Co,Khong,29,Khong,khong co dich vu dien thoai,DSL,Co,Khong,Co,Khong,Khong,Co,hang thang,Co,Sec dien tu,45,1228.65,Khong
7273-TEFQD,Nam,1,Khong,Khong,3,Khong,khong co dich vu dien thoai,DSL,Khong,Khong,Co,Khong,Khong,Co,hang thang,Co,Sec dien tu,41.15,132.2,Co
3606-TWKGI,Nam,1,Khong,Khong,13,Co,Co,Cap quang,Khong,Co,Co,Khong,Co,Co,hang thang,Co,Sec dien tu,106.9,1364.3,Co
7529-ZDFXI,Nam,1,Co,Khong,57,Co,Co,Cap quang,Khong,Co,Khong,Khong,Khong,Co,hang thang,Co,Sec dien tu,89.85,4925.35,Khong
7605-BDWDC,Nu,0,Khong,Khong,31,Khong,khong co dich vu dien thoai,DSL,Co,Co,Khong,Co,Khong,Co,hai nam,Co,chuyen khoang ngan hang,49.85,1520.1,Khong
1950-KSVVJ,Nu,0,Co,Khong,45,Co,Co,Cap quang,Co,Co,Co,Co,Co,Co,hang nam,Khong,Sec buu dien,113.3,5032.25,Khong
0123-CRBRT,Nu,0,Co,Co,61,Co,Co,DSL,Co,Co,Co,Co,Co,Co,hai nam,Khong,Sec buu dien,88.1,5526.75,Khong
6292-TOSSS,Nam,0,Khong,Khong,50,Co,Co,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,chuyen khoang ngan hang,24.9,1195.25,Khong
3197-ARFOY,Nu,1,Khong,Khong,19,Co,Khong,Cap quang,Co,Co,Khong,Co,Co,Co,hang thang,Co,Sec buu dien,105,2007.25,Khong
6323-AYBRX,Nam,0,Khong,Khong,59,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,Sec buu dien,19.35,1099.6,Co
7014-ZZXAW,Nu,0,Co,Khong,71,Co,Co,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Co,the tin dung,24.25,1732.95,Khong
4385-GZQXV,Nu,1,Khong,Khong,16,Co,Khong,Cap quang,Khong,Khong,Khong,Co,Co,Co,hang thang,Co,Sec dien tu,94.45,1511.2,Co
7633-MVPUY,Nam,0,Co,Khong,57,Co,Khong,DSL,Co,Co,Khong,Co,Khong,Khong,hai nam,Co,Sec dien tu,59.75,3450.15,Khong
6366-ZGQGL,Nam,0,Khong,Khong,1,Khong,khong co dich vu dien thoai,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,chuyen khoang ngan hang,24.8,24.8,Co
4716-HHKQH,Nam,1,Co,Khong,20,Co,Co,Cap quang,Khong,Co,Khong,Co,Co,Co,hang thang,Khong,Sec dien tu,107.05,2172.05,Khong
5940-AHUHD,Nam,0,Khong,Khong,1,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,Sec buu dien,70.6,70.6,Co
6432-TWQLB,Nam,0,Co,Khong,5,Co,Co,Cap quang,Khong,Co,Khong,Co,Khong,Khong,hang thang,Co,Sec dien tu,85.4,401.1,Co
4484-GLZOU,Nu,0,Co,Khong,52,Co,Co,Cap quang,Khong,Co,Co,Khong,Co,Co,hang thang,Co,Sec dien tu,105.05,5624.85,Co
3179-GBRWV,Nam,1,Co,Khong,21,Co,Khong,DSL,Co,Co,Khong,Khong,Khong,Co,hang thang,Co,chuyen khoang ngan hang,64.95,1339.8,Khong
8645-KWHJO,Nam,0,Khong,Khong,14,Khong,khong co dich vu dien thoai,DSL,Khong,Khong,Co,Co,Co,Co,hang thang,Co,Sec dien tu,55,771.95,Khong
4130-MZLCC,Nu,0,Khong,Khong,5,Co,Khong,DSL,Khong,Co,Khong,Khong,Khong,Khong,hang thang,Khong,chuyen khoang ngan hang,50.55,244.75,Khong
0314-TKOSI,Nu,0,Khong,Khong,6,Co,Khong,DSL,Co,Co,Khong,Khong,Khong,Khong,hang thang,Khong,Sec buu dien,55.15,322.9,Khong
8229-MYEJZ,Nu,0,Khong,Khong,10,Co,Khong,DSL,Khong,Co,Khong,Khong,Khong,Khong,hang thang,Khong,Sec dien tu,51.2,498.25,Khong
2080-SRCDE,Nu,0,Khong,Co,1,Co,Co,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Khong,Sec buu dien,25.4,25.4,Khong
9577-WJVCQ,Nu,0,Khong,Khong,68,Co,Co,DSL,Co,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,Sec buu dien,54.45,3687.75,Khong
9512-UIBFX,Nam,0,Co,Co,18,Co,Khong,Cap quang,Khong,Khong,Co,Khong,Co,Co,hang thang,Khong,Sec buu dien,95.15,1779.95,Co
6202-DYYFX,Nu,0,Khong,Khong,22,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang nam,Co,the tin dung,76,1783.6,Khong
3808-HFKDE,Nu,0,Khong,Khong,20,Co,Khong,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,44.35,927.15,Khong
5583-SXDAG,Nam,0,Co,Khong,1,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,Sec dien tu,70,70,Co
3488-PGMQJ,Nam,1,Khong,Khong,8,Co,Khong,Cap quang,Khong,Co,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,74.5,606.55,Co
3580-REOAC,Nam,0,Khong,Khong,10,Co,Khong,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,the tin dung,44.85,435.4,Co
