,gioi_tinh,nguoi_cao_tuoi,Hon_nhan,nguoi_phu_thuoc,so_thang_su_dung,dich_vu_dien_thoai,nhieu_nha_cung_cap,dich_vu_internet,bao_mat_truc_tuyen,sao_luu_truc_tuyen,bao_ve_thiet_bi,ho_tro_ky_thuat,xem_tivi_truc_tuyen,xem_phim_truc_tuyen,thoi_han_hop_dong,hoa_don_dien_tu,phuong_thuc_thanh_toan,phi_hang_thang,tong_chi_phi,ngung_su_dung
290,0,1,1,1,24,0,0,0,1,1,1,1,1,1,2,0,1,76.1,1712.7,0
291,0,0,1,1,35,0,1,1,0,0,0,1,1,1,1,1,0,61.2,2021.2,1
292,0,0,0,0,23,0,1,0,1,0,0,0,1,1,1,1,0,86.8,1940.8,1
293,1,1,1,1,6,0,1,0,1,1,1,1,0,0,2,0,1,89.35,567.8,1
294,1,0,1,1,12,0,1,2,2,2,2,2,2,2,2,1,0,19.7,220.35,1
295,0,0,1,1,1,0,1,2,2,2,2,2,2,2,2,1,0,20.25,20.25,1
296,1,0,0,0,71,0,1,0,1,1,0,1,1,1,0,1,1,76.05,5436.45,1
297,0,1,0,1,35,0,0,0,1,1,0,1,0,0,2,0,1,100.8,3437.5,1
298,0,0,0,0,40,0,0,1,1,1,0,1,0,0,2,0,1,74.55,3015.75,1
299,1,0,1,0,1,0,1,0,0,1,1,1,1,1,2,0,0,73.6,73.6,0
300,0,0,1,1,23,0,1,1,1,1,1,1,0,0,1,0,2,64.9,1509.8,1
301,1,1,1,1,4,0,0,0,1,1,1,1,0,0,2,0,1,95.45,396.1,0
302,0,0,1,1,4,0,1,0,1,1,0,0,1,0,2,0,1,90.4,356.65,1
303,1,0,0,0,68,1,2,1,1,0,0,0,0,0,0,1,3,60.3,4109.0,1
304,0,0,1,0,38,0,0,0,1,0,1,1,1,1,2,0,0,81.85,3141.7,1
305,0,0,0,0,52,0,0,2,2,2,2,2,2,2,0,1,0,24.8,1229.1,1
306,0,1,0,1,32,0,0,0,1,1,1,1,1,1,2,0,1,74.9,2303.35,0
307,0,0,0,0,29,0,1,1,1,1,0,0,0,0,0,1,0,75.55,2054.4,1
308,0,1,0,0,38,0,0,0,1,0,1,1,0,0,2,1,1,101.15,3741.85,1
309,0,0,1,0,48,0,0,1,0,1,0,1,0,0,1,0,3,78.75,3682.45,1
310,1,0,1,1,1,0,1,2,2,2,2,2,2,2,2,0,2,19.25,19.25,1
311,1,0,1,1,22,0,1,0,0,1,1,0,1,0,2,0,1,89.05,1886.25,1
312,1,0,1,1,43,0,0,0,0,0,0,0,0,0,0,1,3,115.05,4895.1,1
313,1,1,0,1,5,0,1,0,1,1,1,1,1,1,2,0,1,69.35,341.6,1
314,0,0,1,1,5,0,1,0,1,1,1,1,0,1,2,0,1,80.6,415.55,0
315,0,0,0,0,51,0,0,0,0,0,1,0,0,0,1,1,3,110.05,5686.4,1
316,0,0,1,1,71,0,1,2,2,2,2,2,2,2,0,0,3,19.9,1355.1,1
317,1,0,0,0,38,0,1,1,0,0,1,0,0,0,1,1,3,80.3,3058.65,0
318,0,1,0,1,24,0,1,0,1,1,0,1,0,0,2,0,1,93.15,2231.05,0
319,0,0,0,1,35,0,0,0,1,1,1,0,0,1,2,0,3,91.5,3236.35,1
320,1,1,1,1,54,0,0,1,0,0,1,0,0,0,1,1,2,82.45,4350.1,0
321,1,0,0,0,72,1,2,1,1,0,0,0,0,0,0,0,1,60.0,4264.0,1
322,0,0,1,1,1,0,1,1,1,1,1,1,1,1,2,0,1,44.8,44.8,1
323,1,0,0,0,9,0,1,1,0,1,1,1,1,1,1,1,0,48.6,422.3,1
324,0,0,1,1,69,1,2,1,0,0,1,0,0,0,0,0,2,60.05,4176.7,1
325,1,0,0,1,52,0,0,0,1,0,1,0,0,0,2,0,3,102.7,5138.1,1
326,1,1,0,1,11,0,1,0,1,1,1,0,0,1,2,0,1,82.9,880.05,1
327,1,1,1,1,2,0,1,0,1,1,1,1,1,1,2,0,1,70.35,139.05,0
328,1,1,0,0,28,1,2,1,1,1,1,1,0,1,2,0,1,35.9,973.65,1
329,1,1,1,1,17,0,0,0,1,1,0,1,1,1,2,0,3,82.65,1470.05,1
330,1,0,0,0,35,0,1,2,2,2,2,2,2,2,0,0,0,19.85,739.35,1
331,1,0,1,1,8,0,1,2,2,2,2,2,2,2,1,0,0,19.2,161.95,1
332,0,0,1,1,46,0,0,0,1,0,0,1,0,1,1,0,3,94.9,4422.95,1
333,1,0,1,1,7,0,0,0,1,1,1,1,1,1,2,0,1,73.85,511.25,0
334,1,0,1,1,2,0,0,0,1,1,0,1,1,1,2,1,0,80.6,155.8,0
335,0,0,0,0,68,0,0,1,1,0,0,0,1,0,1,0,2,75.8,5293.95,0
336,1,0,1,1,43,0,0,0,1,0,0,1,0,0,0,0,1,104.6,4759.85,0
337,1,0,1,1,68,0,0,1,0,0,0,0,0,0,0,0,1,88.15,6148.45,1
338,1,0,1,1,36,0,1,0,1,0,1,1,0,0,2,0,3,94.8,3565.65,1
339,0,0,0,1,63,0,0,0,1,0,0,1,0,0,2,0,1,103.4,6603.0,0
340,1,1,1,1,32,0,1,1,1,0,1,0,1,1,2,1,2,54.65,1830.1,1
341,1,0,0,1,71,0,0,1,0,0,0,0,0,0,0,1,3,85.75,6223.8,1
342,1,0,0,0,66,0,0,1,0,0,0,1,1,1,2,0,2,67.45,4508.65,1
343,0,0,1,1,63,0,1,2,2,2,2,2,2,2,1,1,0,20.5,1328.15,1
344,1,0,1,0,41,0,1,2,2,2,2,2,2,2,1,0,3,20.25,865.0,1
345,1,1,1,1,1,0,0,0,1,1,1,1,1,1,2,0,1,72.1,72.1,1
346,1,0,1,1,2,0,1,0,1,1,1,1,0,0,2,0,1,90.4,168.2,0
347,1,0,0,1,70,0,1,2,2,2,2,2,2,2,0,1,2,19.45,1303.5,1
348,1,0,1,1,23,1,2,1,1,1,1,1,0,0,2,0,1,44.95,996.85,1
349,1,1,0,1,64,0,1,0,0,0,0,1,1,0,1,1,2,97.0,6430.9,1
350,0,0,0,0,37,0,0,1,0,1,0,0,1,1,0,0,3,62.8,2278.75,1
351,0,0,1,0,17,0,1,1,1,1,1,1,1,1,1,1,0,44.6,681.4,1
352,1,1,1,1,7,0,1,0,1,1,1,1,0,0,2,0,1,89.15,574.35,1
353,0,0,0,0,4,0,0,0,1,0,0,1,1,1,2,0,2,84.8,371.9,0
354,1,1,1,1,21,1,2,1,0,1,1,1,0,1,2,0,1,41.9,840.1,0
355,1,0,1,1,10,0,1,0,1,1,1,1,1,0,2,0,2,80.25,846.0,0
356,1,1,1,1,16,0,0,1,0,1,1,1,1,1,2,0,1,54.1,889.0,1
357,0,0,0,1,64,0,0,0,1,0,1,0,0,0,0,0,1,105.25,6823.4,1
358,0,1,0,1,27,1,2,1,0,1,1,1,1,1,2,1,3,30.75,805.1,0
359,0,0,0,0,42,0,0,0,0,1,1,1,0,0,1,1,1,97.1,4016.75,1
360,0,0,1,0,5,0,1,2,2,2,2,2,2,2,2,1,0,20.2,83.75,1
361,1,0,1,1,41,0,1,0,1,0,1,0,0,0,0,0,2,98.8,3959.15,1
362,0,0,0,1,58,0,1,1,1,1,0,1,1,1,1,1,3,50.3,2878.55,1
363,1,0,1,1,47,0,1,2,2,2,2,2,2,2,0,0,0,20.55,945.7,1
364,0,0,1,1,18,0,1,0,1,1,1,0,1,1,2,0,2,75.9,1373.05,1
365,0,0,1,1,5,0,1,0,1,1,0,1,0,0,2,1,2,96.5,492.55,0
366,0,0,0,1,23,0,1,1,0,1,1,1,1,0,2,0,2,59.95,1406.0,1
367,1,0,1,1,1,0,1,2,2,2,2,2,2,2,2,1,0,19.15,19.15,1
368,0,0,0,1,71,0,0,0,1,1,0,1,0,0,1,0,3,98.65,6962.85,1
369,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,3,112.6,8126.65,1
370,0,0,0,0,33,0,1,2,2,2,2,2,2,2,1,1,0,20.6,690.25,1
371,0,0,1,1,2,0,0,0,1,1,1,1,0,1,2,0,1,85.65,181.5,0
372,0,0,1,0,24,1,2,1,0,1,1,0,1,1,0,1,0,35.75,830.8,1
373,1,0,0,0,56,0,0,0,1,0,0,0,1,0,1,0,3,99.75,5608.4,1
374,0,0,1,1,37,0,1,0,1,0,1,1,0,0,2,0,3,96.1,3646.8,1
375,1,0,1,1,43,0,0,1,1,0,0,0,0,0,1,1,3,85.1,3662.25,1
376,0,0,1,1,1,1,2,1,1,1,1,1,1,1,2,1,0,25.35,25.35,1
377,1,0,0,1,25,0,0,0,1,1,0,0,0,0,2,0,2,104.95,2566.5,0
378,1,0,1,1,61,0,0,1,0,0,0,0,0,0,0,1,1,89.65,5308.7,1
379,0,0,1,1,17,0,0,0,1,1,0,0,1,1,1,1,1,86.75,1410.25,1
380,1,0,0,1,41,0,1,0,1,0,0,0,1,1,1,0,2,86.2,3339.05,1
381,0,0,1,1,1,0,1,1,1,0,1,1,1,1,2,1,0,50.65,50.65,0
382,0,1,0,0,72,1,2,1,0,0,0,0,0,0,0,0,2,64.8,4732.35,1
383,0,0,1,1,1,0,0,0,1,0,1,1,1,0,2,0,3,90.85,90.85,0
384,0,0,1,1,48,0,0,0,1,0,0,1,0,0,0,0,2,108.1,5067.45,1
385,0,1,0,1,11,0,1,2,2,2,2,2,2,2,2,1,0,19.95,214.75,0
386,1,1,0,1,55,0,0,0,1,0,0,1,1,1,2,0,1,85.45,4874.7,0
387,1,0,1,1,42,1,2,1,0,0,0,0,1,0,1,0,1,54.75,2348.45,1
388,0,0,1,1,44,0,0,0,1,1,0,1,1,0,2,0,0,90.4,4063.0,1
389,0,0,1,0,1,0,1,1,1,1,1,1,1,1,2,1,1,44.0,44.0,1
390,1,0,1,1,27,0,0,0,1,1,1,1,0,0,2,0,2,95.6,2595.25,1
391,0,1,0,1,27,0,0,1,1,0,0,0,0,0,2,0,2,84.8,2309.55,1
392,1,1,1,1,2,0,1,1,1,1,1,1,1,1,2,0,1,44.3,89.3,1
393,1,0,1,1,19,0,1,2,2,2,2,2,2,2,2,1,0,19.9,367.55,1
394,1,1,0,1,42,0,0,0,1,1,1,1,0,0,2,0,1,95.05,3944.5,1
395,1,0,1,1,66,0,0,1,0,0,0,0,0,0,0,0,3,90.05,5965.95,1
396,0,1,0,1,33,0,0,0,0,1,0,0,0,0,2,0,2,109.9,3694.7,1
397,1,0,1,1,34,0,1,0,1,0,1,1,1,1,2,0,3,73.95,2524.45,0
398,0,1,1,1,33,1,2,1,1,1,0,0,0,0,2,0,1,54.6,1803.7,1
399,1,0,0,0,23,0,1,2,2,2,2,2,2,2,1,1,0,20.05,415.1,1
400,1,0,1,1,32,0,1,2,2,2,2,2,2,2,1,1,2,19.75,624.15,1
401,1,0,1,1,11,0,1,2,2,2,2,2,2,2,1,1,3,20.05,237.7,1
402,0,0,0,0,69,0,0,0,1,1,0,1,0,0,2,0,3,99.45,7007.6,0
403,1,0,0,1,68,0,1,1,0,1,1,0,1,1,1,1,2,55.9,3848.8,1
404,0,0,1,1,20,0,1,2,2,2,2,2,2,2,0,0,0,19.7,419.4,1
405,0,0,1,1,72,0,1,2,2,2,2,2,2,2,0,0,3,19.8,1468.75,1
406,0,0,0,0,60,0,0,0,0,1,0,1,0,1,1,0,2,95.4,5812.0,1
407,0,1,0,0,32,0,1,0,1,0,1,1,0,0,2,0,0,93.95,2861.45,1
408,1,0,1,1,1,0,1,2,2,2,2,2,2,2,2,0,0,19.9,19.9,0
409,0,0,1,1,1,0,1,2,2,2,2,2,2,2,2,0,0,19.6,19.6,0
410,0,1,1,1,3,0,0,0,1,0,1,1,1,1,2,0,1,81.35,233.7,0
411,1,0,0,1,46,0,0,2,2,2,2,2,2,2,1,0,2,24.45,1066.15,1
412,1,0,0,1,29,0,0,0,1,1,1,1,1,1,2,0,1,74.95,2149.05,1
413,0,0,1,1,51,0,0,0,1,0,0,0,1,1,2,0,1,87.35,4473.0,1
414,1,1,0,1,48,0,1,0,1,1,1,1,1,1,2,0,2,70.65,3545.05,1
415,1,0,0,0,16,0,1,0,1,0,1,1,1,1,2,1,2,73.25,1195.75,1
416,0,0,0,1,70,0,0,0,1,0,0,0,1,0,0,0,2,98.7,6858.9,1
417,1,0,0,0,40,0,0,2,2,2,2,2,2,2,0,0,0,24.8,1024.7,1
418,1,0,0,0,22,0,1,0,1,0,1,1,1,0,2,1,1,83.3,1845.9,0
419,1,1,1,1,1,0,1,0,1,1,0,1,1,1,2,0,2,75.3,75.3,0
420,1,0,0,0,5,0,0,2,2,2,2,2,2,2,2,0,0,24.3,132.25,1
421,1,0,1,1,7,0,1,0,1,1,1,1,1,1,2,0,2,69.85,515.45,1
422,0,0,1,0,29,0,0,0,1,0,0,0,1,0,1,1,3,100.55,2830.45,1
423,0,0,0,0,44,0,0,2,2,2,2,2,2,2,1,1,0,25.7,1110.5,1
424,1,0,1,1,10,1,2,1,0,0,0,1,1,1,2,1,2,40.7,449.3,1
425,1,1,0,1,55,0,0,1,1,1,1,1,1,1,2,1,2,51.65,2838.55,1
426,0,1,0,1,52,0,0,0,1,0,0,1,0,0,1,0,2,105.1,5376.4,1
427,1,0,0,0,10,0,0,0,1,1,1,1,1,0,2,1,1,85.95,858.6,1
428,0,0,1,1,18,0,0,0,1,1,1,1,1,1,2,0,2,75.6,1395.05,1
429,1,0,0,1,68,0,0,1,0,1,1,0,1,1,1,1,2,58.25,3975.7,1
430,1,0,0,0,61,0,1,2,2,2,2,2,2,2,2,0,0,19.4,1182.55,0
431,1,0,0,0,72,1,2,1,0,0,0,0,0,0,0,0,3,65.2,4784.45,1
432,0,0,1,1,2,0,1,1,0,1,0,1,1,1,2,1,1,53.45,119.5,1
433,0,0,1,1,12,0,1,1,1,1,1,1,1,1,2,0,2,45.4,518.9,0
434,0,0,0,1,41,0,1,2,2,2,2,2,2,2,0,0,1,19.75,899.45,1
435,1,0,1,1,26,1,2,1,1,1,0,0,0,1,2,0,3,44.45,1183.8,1
436,0,0,0,1,36,0,1,2,2,2,2,2,2,2,1,1,2,20.85,720.05,1
437,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,3,114.05,8468.2,1
438,0,0,0,1,35,0,0,0,1,1,1,0,1,0,2,0,2,89.85,3161.2,1
439,0,0,1,1,1,0,1,1,1,1,0,0,1,1,2,1,0,55.05,55.05,1
440,1,0,0,0,16,0,0,0,0,1,0,0,0,0,2,0,1,112.95,1882.55,1
441,1,1,1,1,49,0,0,0,0,1,1,1,0,0,2,1,3,101.55,5070.4,1
442,1,0,0,1,54,0,0,0,0,0,0,0,0,0,1,0,0,114.65,6049.5,1
443,1,0,1,0,18,0,0,1,0,1,1,1,1,0,2,1,1,64.8,1166.7,1
444,1,0,0,1,36,0,1,0,1,1,1,1,1,0,2,1,1,80.4,2937.65,1
445,1,0,1,1,60,0,0,0,1,0,0,1,0,0,2,0,1,105.9,6396.45,0
446,1,0,1,1,1,0,1,0,1,1,1,1,1,1,2,1,0,69.55,69.55,0
447,1,0,0,0,52,0,0,2,2,2,2,2,2,2,0,0,2,25.05,1270.25,1
448,0,0,0,0,8,0,1,0,1,1,0,1,0,0,2,0,1,94.75,759.55,1
449,0,0,0,0,72,0,1,0,0,0,1,0,0,0,0,1,2,105.5,7611.55,1
450,1,0,1,1,64,0,0,2,2,2,2,2,2,2,1,1,0,24.7,1642.75,1
451,1,1,1,1,22,0,1,1,0,1,0,0,1,0,2,0,0,69.75,1545.4,1
452,0,0,0,1,60,1,2,1,1,0,0,0,0,0,2,0,2,60.2,3582.4,1
453,1,0,0,0,28,0,1,0,1,1,1,1,1,0,2,0,1,81.05,2227.1,0
454,1,0,0,1,61,0,0,2,2,2,2,2,2,2,0,1,0,24.4,1417.9,1
455,1,0,1,1,24,0,0,0,1,0,0,1,0,0,2,0,1,104.15,2494.65,1
456,0,0,0,0,28,0,1,0,1,0,0,0,0,1,1,1,2,92.9,2768.35,1
457,1,0,0,0,30,0,1,1,1,0,0,0,0,0,0,1,2,80.8,2369.3,1
458,0,0,0,1,2,0,1,2,2,2,2,2,2,2,2,1,0,20.0,38.0,1
459,0,0,1,1,1,0,0,0,1,1,1,1,1,1,2,0,1,75.1,75.1,1
460,0,0,1,0,6,0,1,2,2,2,2,2,2,2,2,1,0,19.65,100.9,1
461,1,0,0,1,24,0,1,1,1,0,1,1,0,0,2,0,2,69.45,1614.05,1
462,0,0,0,0,4,0,0,0,1,1,0,1,0,0,2,1,1,101.15,385.9,0
463,0,0,1,1,7,0,0,0,1,0,1,1,0,0,2,0,1,99.8,673.25,0
464,0,1,0,1,72,0,0,0,0,0,0,0,0,0,0,0,2,116.05,8404.9,1
465,0,0,1,1,70,1,2,1,1,1,1,0,1,0,0,0,0,40.05,2799.75,1
466,0,1,0,1,64,0,0,0,1,1,0,0,0,0,0,1,1,102.1,6538.45,1
467,0,0,0,0,72,0,0,0,1,0,1,1,0,1,1,0,1,89.7,6588.95,1
468,1,0,1,0,44,0,1,2,2,2,2,2,2,2,0,1,0,19.9,868.1,1
469,1,0,0,0,13,0,1,1,1,1,1,1,1,0,2,1,1,55.95,734.35,0
470,1,1,1,1,17,0,1,2,2,2,2,2,2,2,1,1,0,20.65,330.6,1
471,0,0,1,1,1,0,1,1,1,1,1,1,1,0,2,0,1,55.0,55.0,0
472,0,0,0,1,9,0,1,1,1,1,0,1,0,0,2,0,0,70.05,564.4,1
473,0,0,0,1,24,0,1,1,0,1,1,0,1,1,2,1,0,53.6,1315.35,1
474,1,0,0,0,1,0,1,0,1,0,1,1,1,1,2,0,1,74.7,74.7,0
475,0,0,1,1,24,0,0,0,1,0,1,1,1,1,2,0,1,80.25,1861.5,0
476,0,1,0,0,35,0,1,1,1,0,1,0,0,0,2,0,1,76.05,2747.2,1
477,1,0,0,0,7,0,1,1,0,0,0,0,0,1,2,0,1,75.7,554.05,1
478,0,0,1,1,5,0,1,0,1,1,1,0,0,0,2,0,1,96.1,453.4,0
479,1,0,1,0,15,0,1,0,1,1,1,1,1,1,2,1,2,69.0,994.8,0
480,0,0,0,0,11,0,1,2,2,2,2,2,2,2,0,1,0,19.65,225.75,1
481,1,0,0,1,48,1,2,1,0,1,0,1,1,0,2,0,2,45.3,2145.0,0
482,1,1,1,1,20,0,1,0,1,1,1,1,1,0,2,0,1,81.45,1671.6,1
483,1,0,0,1,72,0,0,0,1,0,0,0,0,0,1,0,2,108.5,8003.8,1
484,1,0,0,0,8,0,1,0,1,0,1,1,0,1,2,0,1,83.55,680.05,0
485,0,0,0,0,72,0,0,0,1,1,1,1,1,0,0,0,3,84.5,6130.85,1
486,1,0,1,1,15,0,0,0,1,0,1,1,0,0,2,0,1,100.15,1415.0,1
487,0,0,1,1,72,0,0,1,1,0,0,0,0,0,0,0,2,88.6,6201.95,1
489,0,0,1,0,1,0,0,0,1,1,1,1,1,1,2,0,1,74.35,74.35,0
490,0,0,0,0,63,0,0,0,1,0,0,1,0,0,0,0,2,104.8,6597.25,1
491,1,0,1,1,2,0,1,1,1,0,1,1,0,1,2,0,1,59.0,114.15,1
492,1,0,0,1,2,0,1,0,0,1,1,1,1,1,2,0,1,74.4,139.4,0
493,0,1,0,1,61,0,0,1,1,0,1,1,1,0,1,1,2,64.05,3902.6,1
494,0,0,1,1,1,0,1,2,2,2,2,2,2,2,2,1,0,20.4,20.4,1
495,0,0,1,1,22,1,2,1,1,0,0,1,1,0,1,0,2,43.75,903.6,0
496,0,0,0,1,28,0,1,1,0,0,1,0,1,1,2,1,0,60.9,1785.65,1
497,1,0,0,1,70,0,1,2,2,2,2,2,2,2,0,1,2,19.8,1397.65,1
498,1,1,1,1,5,1,2,1,1,0,1,1,1,1,2,1,1,28.45,131.05,0
499,1,0,1,1,12,0,0,0,0,0,0,1,1,0,2,0,2,99.7,1238.45,0
500,0,0,1,1,34,0,0,0,0,0,0,0,0,0,1,1,3,116.25,3899.05,1
501,1,1,0,1,71,0,0,0,0,1,1,1,1,1,0,0,3,80.7,5676.0,1
502,1,0,0,0,70,0,0,1,0,1,1,1,1,0,1,1,2,65.2,4543.15,1
503,1,0,0,0,52,0,1,0,0,1,0,0,1,1,2,0,2,84.05,4326.8,1
504,0,0,1,0,69,0,0,1,0,0,0,0,0,1,0,0,3,79.45,5502.55,1
505,1,1,1,1,20,0,0,0,1,0,0,1,1,0,2,0,1,94.1,1782.4,0
506,0,0,1,0,11,0,0,0,1,1,0,1,1,1,2,0,0,78.0,851.8,1
507,0,0,0,1,2,0,1,0,1,1,1,0,0,0,2,0,1,94.2,167.5,0
508,1,0,0,0,6,0,0,0,1,1,1,0,1,1,2,0,1,80.5,502.85,0
509,1,0,1,1,1,0,1,2,2,2,2,2,2,2,2,1,0,19.85,19.85,1
510,0,1,0,0,20,0,1,0,0,1,0,0,1,0,1,1,3,94.3,1818.3,1
511,0,0,1,1,61,0,0,0,0,1,0,1,0,0,2,0,1,106.45,6300.15,1
512,1,1,0,1,5,0,0,0,1,1,1,1,1,1,2,0,1,74.35,334.8,0
513,1,0,1,1,56,0,0,0,1,0,1,0,0,0,2,0,2,105.45,5916.95,1
514,0,0,1,1,30,0,0,0,0,0,0,0,1,1,2,0,3,95.0,2852.4,1
515,0,0,1,1,40,0,0,0,1,1,0,0,0,0,2,1,2,104.8,4131.95,0
516,1,0,1,1,28,0,1,1,0,1,1,0,1,1,1,1,0,54.3,1546.3,1
517,1,1,0,1,5,0,1,0,1,1,1,1,1,1,2,1,1,70.05,302.6,1
518,1,1,0,1,27,0,1,0,0,1,1,1,1,1,2,0,2,75.2,1929.35,0
519,0,0,1,1,12,0,1,2,2,2,2,2,2,2,2,1,3,20.05,265.45,1
520,0,0,0,0,67,0,0,0,1,0,0,1,0,0,1,0,1,105.4,6989.45,1
521,0,1,0,1,29,0,0,1,1,1,1,1,1,1,2,0,1,51.6,1442.0,1
522,0,0,0,0,55,0,0,0,1,1,1,1,1,0,2,1,2,85.5,4713.4,1
523,1,0,1,1,23,0,0,0,1,1,1,1,1,1,2,1,2,75.6,1758.6,0
524,0,0,0,1,34,0,0,0,1,1,0,1,0,0,2,0,1,100.05,3480.0,0
525,0,0,1,1,52,0,1,0,0,1,0,1,0,1,1,1,1,91.25,4738.3,1
526,0,1,0,0,72,0,0,0,0,0,0,0,0,0,0,0,3,115.75,8399.15,1
527,0,0,0,0,58,0,0,0,1,0,1,0,0,1,1,0,3,94.7,5430.35,1
528,0,0,0,0,35,0,1,2,2,2,2,2,2,2,0,1,0,19.6,686.95,1
529,1,1,1,1,56,0,0,0,1,0,0,0,0,1,0,0,2,99.9,5706.3,1
530,1,0,0,0,24,0,1,2,2,2,2,2,2,2,0,0,3,21.1,490.65,1
531,0,0,0,0,70,0,1,2,2,2,2,2,2,2,0,1,3,20.05,1360.25,1
532,0,0,1,1,2,0,1,0,1,1,1,1,0,1,2,0,1,79.95,174.45,1
533,0,1,0,0,68,0,0,0,1,1,0,0,0,0,1,0,3,107.15,7379.8,1
534,1,0,1,1,1,0,0,0,1,1,1,1,1,0,2,0,1,85.0,85.0,0
535,0,0,1,1,12,0,0,0,1,1,0,1,0,1,2,0,1,89.55,1021.75,1
536,1,0,0,1,63,0,0,0,1,0,1,1,1,1,2,0,2,81.55,5029.05,1
537,1,0,0,0,33,0,1,1,0,0,0,1,1,1,1,0,0,58.45,1955.4,1
538,1,0,0,1,69,0,1,0,1,0,1,1,0,0,1,0,3,95.65,6744.2,1
539,1,0,0,0,60,0,1,1,1,0,0,0,0,0,0,0,2,80.6,4946.7,1
540,1,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,2,113.1,8248.5,1
541,1,0,1,1,11,0,0,1,1,1,1,1,1,0,2,0,0,58.95,601.6,1
542,1,0,1,1,1,0,1,2,2,2,2,2,2,2,2,1,0,19.55,19.55,1
543,0,0,1,1,10,0,0,0,1,1,1,1,0,1,2,0,2,86.05,834.1,0
544,0,0,1,1,13,1,2,1,0,1,1,0,0,1,2,0,3,45.55,597.0,0
545,0,0,0,0,34,0,1,0,1,1,1,1,1,0,1,0,2,78.95,2647.2,1
546,0,0,0,0,39,0,1,0,1,0,1,1,0,1,2,0,0,86.3,3266.0,0
547,1,0,1,1,65,0,0,0,1,0,1,0,0,0,1,0,2,105.05,6744.25,1
548,0,1,0,1,50,0,0,0,0,0,0,1,0,1,1,0,2,101.9,5265.5,1
549,0,0,1,1,15,0,1,2,2,2,2,2,2,2,2,1,0,19.75,311.6,1
550,0,0,0,0,72,0,0,0,0,0,0,1,0,0,0,0,2,110.3,7966.9,1
551,1,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,2,115.6,8220.4,1
552,0,0,0,0,55,0,1,2,2,2,2,2,2,2,0,1,2,19.35,1153.25,1
553,1,0,0,0,23,0,0,2,2,2,2,2,2,2,0,0,3,25.6,514.75,1
554,0,0,1,1,32,0,0,0,1,0,1,1,1,1,2,0,2,80.35,2596.15,0
555,1,0,0,0,56,0,0,1,0,1,0,1,1,0,1,0,2,68.75,3808.0,1
556,1,0,1,1,1,0,1,2,2,2,2,2,2,2,2,1,2,19.9,19.9,1
557,0,0,1,1,38,0,1,1,0,0,1,0,0,1,1,1,0,70.6,2708.2,1
558,0,0,1,1,11,0,1,0,1,1,1,1,1,1,2,1,1,70.2,760.05,1
559,0,0,1,1,1,0,1,1,1,1,1,0,1,1,2,0,1,49.3,49.3,1
560,0,0,0,1,56,0,0,0,1,0,1,0,0,0,1,0,1,107.25,6033.3,1
561,0,0,0,1,3,0,0,2,2,2,2,2,2,2,2,0,0,23.6,89.05,1
562,0,0,0,0,7,0,1,1,0,1,1,1,0,0,2,1,3,69.7,516.15,1
563,0,0,0,0,59,0,0,0,1,1,0,1,0,0,0,0,3,99.5,5861.75,1
564,0,0,1,1,7,0,1,1,1,1,0,0,0,1,2,1,2,64.3,445.95,1
565,0,0,0,0,71,0,1,1,0,1,0,0,1,0,0,0,3,70.85,4973.4,1
566,0,0,0,0,15,0,1,0,0,1,1,0,0,0,1,1,1,101.9,1667.25,1
567,0,0,0,1,71,0,0,1,0,0,1,0,0,1,0,1,3,73.5,5357.75,1
568,1,0,1,1,35,0,0,0,1,1,0,1,0,0,2,0,1,100.25,3527.6,0
569,1,0,1,1,11,1,2,1,1,0,0,0,1,1,1,0,3,40.4,422.6,1
570,1,0,0,0,60,0,1,2,2,2,2,2,2,2,0,0,3,19.25,1103.25,1
571,0,1,1,1,47,0,0,1,1,0,1,0,1,1,0,1,2,59.6,2754.0,1
572,1,0,1,1,11,0,1,1,1,1,0,0,1,0,1,1,3,64.9,697.25,1
573,0,0,0,1,56,0,0,0,1,0,1,1,0,0,1,1,3,100.3,5614.45,0
574,1,1,0,1,28,0,0,0,1,0,0,0,0,0,2,0,1,110.85,3204.4,1
575,0,0,0,1,61,0,1,1,0,0,1,0,0,0,0,0,0,81.05,4747.65,1
576,0,0,0,0,31,0,0,0,0,1,0,1,0,1,1,1,2,98.05,3082.1,1
577,0,0,1,1,9,0,1,0,1,1,1,1,1,1,2,0,1,70.5,597.9,1
578,0,1,0,1,35,0,0,0,0,0,1,1,1,0,2,0,1,94.55,3365.4,1
579,0,0,1,1,2,0,1,2,2,2,2,2,2,2,2,0,0,19.65,38.8,1
580,1,0,0,0,12,0,1,2,2,2,2,2,2,2,2,1,0,19.0,233.55,0
581,1,0,1,1,1,0,1,0,0,1,1,1,1,1,2,1,0,75.3,75.3,0
582,1,1,1,1,4,0,0,0,1,1,0,1,0,1,2,0,1,89.2,346.2,0
583,1,0,0,0,1,0,1,2,2,2,2,2,2,2,2,0,0,19.0,19.0,1
584,1,0,1,1,3,0,1,2,2,2,2,2,2,2,2,0,0,20.0,61.7,1
585,1,1,1,1,1,0,0,0,1,1,1,1,0,1,2,0,1,85.7,85.7,0
